address,category,city,description,employees,id,lat,lng,mass_tech_member,name,slug,state,zipcode
245 First Street,Drug Development,Cambridge,"Taligen’s founders and scientific collaborators are world-renowned experts in complement system biology, having made some of the groundbreaking discoveries relating to the genetic drivers and biological processes that are now known to cause over-activation of the complement system in many chronic and acute, life-threatening diseases.    -  Taligen has a pipeline of novel complement inhibitor proteins that selectively control complement activation on the surfaces of damaged or inflamed tissues.    -  Taligen has built a management team with world class expertise in complement biology, protein design and engineering and biologics drug development.    -  Taligen closed a $65 million Series B financing in 2008 with lead investors Clarus, Alta and Sanderling    -  Taligen’s lead product is expected to enter clinical development in the 1st half of 2010    -  Taligen Therapeutics maintains headquarters and labs in Cambridge, MA.     Taligen has developed a proprietary inflammatory tissue targeting technology that leverages natural processes within the complement system and directs Taligen drugs to   selectively work on the cell surfaces of inflamed or damaged tissue.    Taligen drugs stop the cell surface protein interactions that lead to the excessive and abnormal complement activation known to cause many severe, chronic and acute diseases such as PNH, aHUS, AMD, asthma and rheumatoid arthritis. Taligen drugs act selectively on cell surfaces of complement activated tissues, thus preserving systemic complement system surveillance and activation.",0,647,None,None,False,Taligen Therapeutics,taligen-therapeutics,MA,02142
910 Boston Turnpike Rd,Medical Device,Shrewsbury,,0,1610,None,None,False,Tangenx Technology Corp,tangenx-technology-corp,MA,01545
37 Spinelli Pl,Human Diagnostic Development,Cambridge,,3,648,None,None,True,Targanox Inc,targanox-inc,MA,02138
"222 Third Street, Suite 2300",Drug Development,Cambridge,"Targanta Therapeutics Corporation is a privately held biopharmaceutical company focused on developing and commercializing novel antibacterial agents to address unmet medical needs in the hospital market.  Targanta's lead antibacterial drug, Oritavancin, is a semisynthetic glycopeptide with potent bactericidal activity against nearly all clinically relevant, difficult-to-treat gram-positive infections.  Based on two successful Phase III clinical trials with Oritavancin, Targanta intends to file an NDA for complicated skin/skin structure infections, nosocomial pneumonia and catheter-related bacteremia, will be sought on an ongoing basis.  Targanta is also actively engaged in the development of novel antibacterial pro-drugs of approved antibacterials with a proven track record, for the treatment and prevention of osteomyelitis (bacterial infections of the bone).  Our proprietary pro-drug moieties confer bone-targeting properties on these established antibacterials.  Product candidates have shown proof-of-concept in well-established animal models of chronic osteomyelitis.  ",0,649,None,None,False,Targanta Therapeutics,targanta-therapeutics,MA,02142
MBI/Gateway Park 60 Prescott St,Drug Development,Worcester,,0,650,None,None,True,Targeted Cell Therapies,targeted-cell-therapies,MA,01605
99 Hayden Ave Suite 100,Medical Device,Lexington,,0,1611,None,None,False,Taris Biomedical Inc,taris-biomedical-inc,MA,02421
1 Innovation Dr c/o MBI Biotech 3,Research Products & Instrumentation,Worcester,,0,1612,None,None,False,Tarpon Biosystems Inc,tarpon-biosystems-inc,MA,01605
68 Briarcliff Ln,Medical Device,Holliston,,2,1613,None,None,False,Tbs Technologies Llc,tbs-technologies-llc,MA,01746
261 Cedar Hill St,Medical Device,Marlborough,,40,1614,None,None,False,Tdc Medical Inc,tdc-medical-inc,MA,01752
8-10 Continental Blvd PO Box 476,Medical Device,Merrimack,,80,1615,None,None,False,Tech Nh Inc,tech-nh-inc,NH,03054
650 Pleasant St,Medical Device,Watertown,,53,1616,None,None,False,Techdevice Corp,techdevice-corp,MA,02472
137 Marston St,Medical Device,Lawrence,,100,1617,None,None,False,Techprint Inc,techprint-inc,MA,01841
115 Eames St,Medical Device,Wilmington,,230,1618,None,None,False,Tecomet,tecomet,MA,01887
400 Highland Corporate Drive,Contract Research & Manufacturing,Cumberland,,0,651,None,None,False,Tedor Pharma,tedor-pharma,RI,02864
400 Highland Corporate Dr,Contract Research & Manufacturing,Cumberland,,50,1619,None,None,True,Tedor Pharmaceuticals,tedor-pharmaceuticals,RI,02864
9 Forge Park,Medical Device,Franklin,,275,1620,None,None,False,Tegra Medical,tegra-medical,MA,02038
7 Elkins St,Medical Device,Boston,,30,652,None,None,False,Tei Biosciences Inc,tei-biosciences-inc,MA,02127
2 Titus St,Medical Device,Cumberland,,0,1621,None,None,False,Teknicote Inc,teknicote-inc,RI,02864
225 Franklin St 26th Flr,Research Products & Instrumentation,Boston,,0,1622,None,None,False,Telecardia Inc,telecardia-inc,MA,02110
9 Plymouth St,Medical Device,Everett,,125,1623,None,None,False,Teleflex Medical (Arrow International),teleflex-medical-arrow-international,MA,02149
50 Plantation Dr,Medical Device,Jaffrey,,300,1624,None,None,False,Teleflex Medical Oem,teleflex-medical-oem,NH,03452
8 Kane Industrial Dr,Medical Device,Hudson,,30,1625,None,None,False,Telemed Systems Inc,telemed-systems-inc,MA,01749
123 Whiting St Suite 1A,Research Products & Instrumentation,Plainville,,5,1626,None,None,False,Temperature Guard Microtechnologies Inc,temperature-guard-microtechnologies-inc,CT,06062
200 Technology Square Suite 602,Drug Development,Cambridge,Leading the next generation of Drug Development for Auto Immune Diseases,0,653,None,None,False,Tempero Pharmaceuticals ,tempero-pharmaceuticals,MA,02139
200 Technology Sq Suite 602,Drug Development,Cambridge,,17,1627,None,None,True,Tempero Pharmaceuticals Inc,tempero-pharmaceuticals-inc,MA,02139
,Drug Development,Cambridge,,0,1628,None,None,False,Tensha Therapeutics Inc,tensha-therapeutics-inc,MA,
99 Hayden Ave East Wing Suite 360,Medical Device,Lexington,,20,654,None,None,True,Tepha Inc,tepha-inc,MA,02421
550 West Avenue,Research Products & Instrumentation,Stamford,"Lifecodes Corporation is a recognized leader in the fields of DNA Identity Testing and HLA typing.  Lifecodes operates four DNA testing labs in the U.S., and one in Canada.  The headquarters, manufacturing and research facilities are located in Stamford CT.  Lifecodes has developed and manufactures over 700 products used for human identity and HLA testing.",0,655,None,None,False,Tepnel Lifecodes Corporation,tepnel-lifecodes-corporation,CT,06902
77-79 Terrace Hall Ave,Medical Device,Burlington,,50,1629,None,None,False,Terason Division Of Teratech Corp,terason-division-of-teratech-corp,MA,01803
,Agricultural / Industrial Biotechnology,,,0,656,None,None,False,Terraverdae,terraverdae,,
Cummings Center PO Box 5331,Agricultural/Industrial Biotechnology,Beverly,,12,1630,None,None,False,Terraverdae Bioworks Inc,terraverdae-bioworks-inc,MA,01915
28 Howe St,Medical Device,Ashland,,50,1631,None,None,False,Terumo Cardiovascular Systems,terumo-cardiovascular-systems,MA,01721
1000 Winter St Suite 3300,Drug Development,Waltham,,0,657,None,None,True,Tesaro Inc,tesaro-inc,MA,02451
85 Bolton St.,Drug Development,Cambridge,"Tetragenetics is creating the next generation of vaccines.  The company’s proprietary technologies (TetraExpress™, PRiSM™, and G-SOME™), are based upon Tetrahymena thermophila, a sophisticated microorganism that enables the development, manufacture, and delivery of soluble proteins as well as new and improved vaccines to address long-standing and emerging threats to human and animal health. ",0,658,None,None,False,"Tetragenetics, Inc.",tetragenetics-inc,MA,02140
480 Arsenal St Suite 110,Drug Development,Watertown,,0,659,None,None,True,Tetraphase Pharmaceuticals Inc,tetraphase-pharmaceuticals-inc,MA,02472
47 Hall St,Contract Research & Manufacturing,Medford,,16,660,None,None,True,Tga Sciences Inc,tga-sciences-inc,MA,02155
125 Westbourne Terrace #1,Business & Financial Consulting,Brookline,"The Conditas Group is dedicated to helping Contract Research Organizations (CROs) improve revenues by increasing the number of projects, programs, and offerings within their service areas.    Conditas catalyzes this process through personalized, professional discussions with scientists and business leaders across the biotech and pharmaceutical industry. Based on sixteen years of experience in synthetic organic chemistry and networking in the scientific community, Conditas is uniquely positioned to offer business development and sales counsel to our clients while fulfilling the needs of their customers.    Conditas represents our clients to their prospective customers in the scientific community, sharing and matching client capabilities with the decision makers in pharma, biotech, academia and government; from small molecules to biologics, from discovery to development to cGMP/API manufacture, design, synthesis, purification and formulation, on- and off-shore.",0,661,None,None,False,The Conditas Group,the-conditas-group,MA,02446
,Contract Research & Manufacturing,,,0,662,None,None,False,The Fluorosome Company,the-fluorosome-company,,
"1661 Worcester Road, Suite 204",Drug Development,Framingham,"The GI Company, Inc. is a privately held pharmaceutical company engaged in the development and commercialization of novel therapeutics.  As the name suggests, the therapeutic emphasis of the company is treatment of diseases of the Gastro-Intestinal Tract, a field of diverse, unmet clinical need and hence considerable commercial potential.  Notwithstanding this GI emphasis, the company will also explore other disease opportunities as appropriate, in order to fully capitalize on its technology.  Furthermore, to facilitate drug targeting to the GI tract, thereby promote efficacy, the company also plans to integrate appropriate drug delivery technology.    The current focus of the GI Company is preclinical and clinical development of a New Chemical Entity drug candidate, known as ITF.  However, multiple therapeutic targets are also under active review, with the intent of yielding definitive Development-Lead candidates and thus broad commercial opportunity.",0,663,None,None,False,"The Gi Company, Inc.",the-gi-company-inc,MA,01701
225 Cedar Hill Rd Suite 200,Contract Research & Manufacturing,Marlborough,,0,1632,None,None,False,Theracos Inc,theracos-inc,MA,01532
1 Memorial Dr 7th Flr,Drug Development,Cambridge,,0,1633,None,None,False,Theracrine Inc,theracrine-inc,MA,02142
"One Broadway, 14th Floor",Human Diagnostic Development,Cambridge,"TheraGenetics Ltd. is a Personalised Medicine Diagnostics Company focused in the prediction of response and side effect to medications for Central Nervous System (CNS)  disorders.     Founded in April 2006, TheraGenetics is a spin-out company from the Institute of Psychiatry, King’s College London. The technology is based upon 15 years of research into the pharmacogenetic investigation of CNS medications. The TheraGenetics founding academics developed the world’s first pharmacogenetic test for response prediction in psychiatry.     TheraGenetics is now developing a portfolio of tests for CNS treatment individualization; matching the medication to the person. TheraGenetics goal is to bring pharmacogenetic diagnostics to the bedside in clinical care, drug development and clinical trial settings. Our target disorders include schizophrenia, depression, bipolar disorder, anxiety disorder and ADHD. TheraGenetics has an expanding IP portfolio in these areas.    The company is led by Chief Executive Officer Richard Kivel, an experienced life sciences entrepreneur, and Chairman of the Board Dr. Heiner Dreismann, the former President and CEO of Roche Molecular Systems.    TheraGenetics completed a £3 million ($6 million) Series A venture financing round in June 2007. This funding is being used to expand the team, establish new key partnerships in the commercial and academic settings and to accelerate the development of the suite of personalised medicine diagnostics.   ",0,664,None,None,False,"Theragenetics, Inc.",theragenetics-inc,MA,02142
