category,name,address,city,state,zipcode,location,employees,id,mass_tech_member,slug,description
Drug Development,Satori Pharmaceuticals Incorporated,281 Albany Street,Cambridge,MA,2139,"281 Albany Street, Cambridge, MA2139",0,594,FALSE,satori-pharmaceuticals-incorporated,"Satori Pharmaceuticals Inc. (www.satoripharma.com) is a neuroscience company focused on the discovery and development of innovative disease-modifying therapies for Alzheimer?s disease, Parkinson?s disease and other neurodegenerative disorders. Satori is built on a strong foundation of innovative technology with a team of experienced pharmaceutical R&D drug discoverers and funding from leading venture capital firms.    Satori was founded in 2005 by Dr. Mark Findeis, PureTech Ventures and a group of world renowned neurodegenerative disease experts and experienced drug discoverers, including Dennis Selkoe, M.D., the Vincent and Stella Coates Professor of Neurologic Diseases at the Brigham and Women's Hospital, an affiliate of Harvard Medical School; Donald Price, M.D., Professor of Pathology, Neurology, and Neuroscience and Vice Chair for Research in the Department of Pathology and Director of the Division of Neuropathology at The Johns Hopkins University School of Medicine; Christopher Eckman, Ph.D., Associate Professor of Molecular Neuroscience, The Mayo Clinic, Jacksonville, FL; Jon Clardy, Ph.D., Professor of Biological Chemistry and Molecular Pharmacology at Harvard Medical School; Jonathan King, Ph.D., Professor of Biology at Massachusetts Institute of Technology; Marlene Cohen, Ph.D., former Research Fellow at Eli Lilly & Company; and Tom Salzmann, Ph.D., former Executive Vice President, Merck Research Labs and board member of Sirtris Pharmaceuticals and Concert Pharmaceuticals. "
Contract Research & Manufacturing,"Sbh Sciences, Inc.",4A Strathmore Road,Natick,MA,1760,"4A Strathmore Road, Natick, MA1760",0,595,FALSE,sbh-sciences-inc,"SBH Sciences is an innovative Biotechnology company that is focused on anti-cancer, anti-inflammation and wound healing drug development. We are financing our discovery programs by providing our unique products and services to the life sciences research community. SBH Sciences has a strong track record of quality, service, and on-time delivery through over 14 years working with over 100 therapeutic and diagnostic companies.     SBH Sciences provides cell-based discovery and preclinical process development services based on its expertise in cell culture, biologic production, and biomarker development. The company’s extensive, innovative cell based cytokine and cancer drug profiling assays (using over 150 human cancer cell lines), provide time and cost effective tools for screening drug candidates and optimizing therapeutics leads mainly in Oncology and Inflammation. SBH Sciences has comprehensive preclinical production capabilities for biologics, from DNA to final pure active product. Moreover, the company’s immunological expertise provides a rapid path to biomarker discovery, optimization and implementation of new diagnostics tools.      Our array of cytokine bioassay service is the most comprehensive in the US and includes over 250 bioassays that can accelerate discovery and biopharma development programs. Moreover, our proprietary processes have achieved commercial production of 31 highly purified recombinant cytokines and 35 monoclonal antibodies, currently sold to the scientific community worldwide.  SBH Sciences is based in Natick, MA.    Our Innovative Process Development Solutions offer unique opportunity to utilize our capabilities including:    - Cellular Biology (e.g., transient and stable mammalian cell transfection, select clones and demonstrate expression).    - Cell Culture (e.g., serum-free media optimization, adaptation to suspension, production of cell lysates).    - Protein Recovery and Purification (e.g., optimizing cross flow filtration, streamline chromatography, eliminate solvent utilization).    - Analytical assay (e.g., HPLC, ELISA, Multiplex).    - Cell-Based assay (e.g., proliferation and neutralization bioassay, agonist and antagonist screening).    - Mid-scale production and purification of drug substance for preclinical study.    Working with SBH Sciences offers several key elements to improve your outcomes:   - Streamlining of your process  - Significant reduction of development time  - Increasing yield while maintaining exceptional purity of the final product    We can assure strict confidentiality and superior execution which will be delivered on a timely basis and cost effective manner. SBH Sciences is determined to maintain the highest standards and deliver the highest quality products and services. SBH Sciences welcomes suggestions from researchers and encourage you to communicate with us about your particular research needs."
Non-profit Research Institution,"Schepens Eye Research Institute Inc, The",20 Staniford St,Boston,MA,2114,"20 Staniford St, Boston, MA2114",200,1536,FALSE,schepens-eye-research-institute-inc-the,
Drug Development,Schering-Plough Research Institute,320 Bent Street,Cambridge,MA,2141,"320 Bent Street, Cambridge, MA2141",0,596,FALSE,schering-plough-research-institute,"Schering-Plough Research Institute, Cambridge, MA (formerly NeoGenesis Pharmaceuticals) combines the expertise and benefits of a global pharmaceutical company with an intimate and entrepreneurial biotechnology environment in Cambridge.  The site is applying novel drug discovery technologies such as, ALIS (Automated Ligand Identification System) and high throughput Chemical technologies, towards discovery of drug candidates in various disease areas, such as cancer, metabolic diseases, infection and CNS disorders."
Medical Device,Schuerch Corp,50 Messina Dr,Braintree,MA,2184,"50 Messina Dr, Braintree, MA2184",14,1537,FALSE,schuerch-corp,
Contract Research & Manufacturing,Scian Services,945 Concord Street,Framingham,MA,1701,"945 Concord Street, Framingham, MA1701",0,597,FALSE,scian-services,Since 1986 SciAn has helped phase I and phase II clinical trials stay on time and on budget. Our experience in data management as a pioneer in eDC and supported by our proactive project management has been held as an example of excellence by small biotechs and large pharmaceutical companies. SciAn study design services will set you on the right track for success.
Drug Development,Scidose Llc,196 N Pleasant St Suite 16,Amherst,MA,1002,"196 N Pleasant St Suite 16, Amherst, MA1002",3,598,TRUE,scidose-llc,
Medical Device,Sciessent Llc,60 Audubon Rd,Wakefield,MA,1880,"60 Audubon Rd, Wakefield, MA1880",0,1538,FALSE,sciessent-llc,
Drug Development,Scifluor Life Sciences Llc,33 Arch St Suite 3201,Boston,MA,2110,"33 Arch St Suite 3201, Boston, MA2110",0,599,TRUE,scifluor-life-sciences-llc,
Research Products & Instrumentation,"Scilog, Inc.",8845 S. Greenview Drive #4,Middleton,WI,53562,"8845 S. Greenview Drive #4, Middleton, WI53562",0,600,FALSE,scilog-inc,
Contract Research & Manufacturing,Scivax Usa Inc,100 TradeCenter Suite G700,Woburn,MA,1801,"100 TradeCenter Suite G700, Woburn, MA1801",0,601,TRUE,scivax-usa-inc,
Drug Development,Scot-Tussin Pharmacal Co Inc,32 W Hamden Rd PO Box 8217,Cranston,RI,2920,"32 W Hamden Rd PO Box 8217, Cranston, RI2920",0,1539,FALSE,scot-tussin-pharmacal-co-inc,
Medical Device,Seaboard Metal Finishing Co Inc,50 Fresh Meadow Rd,W Haven,CT,6516,"50 Fresh Meadow Rd, W Haven, CT6516",45,1540,FALSE,seaboard-metal-finishing-co-inc,
Medical Device,Seabrook International Llc,15 Woodworkers Way,Seabrook,NH,3874,"15 Woodworkers Way, Seabrook, NH3874",0,1541,FALSE,seabrook-international-llc,
BioInformatics,Seacoast Laboratory Data Systems Inc,195 New Hampshire Ave Suite 140,Portsmouth,NH,3801,"195 New Hampshire Ave Suite 140, Portsmouth, NH3801",25,1542,FALSE,seacoast-laboratory-data-systems-inc,
Research Products & Instrumentation,Seahorse Bioscience,16 Esquire Rd,Billerica,MA,1810,"16 Esquire Rd, Billerica, MA1810",150,1543,TRUE,seahorse-bioscience,
Research Products & Instrumentation,Seahorse Bioscience Inc.,,,,,", , ",0,602,FALSE,seahorse-bioscience-inc,
Drug Development,Seaside Therapeutics Inc,840 Memorial Dr 5th Floor,Cambridge,MA,2139,"840 Memorial Dr 5th Floor, Cambridge, MA2139",32,603,TRUE,seaside-therapeutics-inc,
Research Products & Instrumentation,Seatech Bioproducts Corp,159 Memorial Dr #C,Shrewsbury,MA,1545,"159 Memorial Dr #C, Shrewsbury, MA1545",0,1544,FALSE,seatech-bioproducts-corp,
Contract Research & Manufacturing,Seeding Labs,281 Summer St 5th fl,Boston,MA,2210,"281 Summer St 5th fl, Boston, MA2210",3,1545,TRUE,seeding-labs,
Drug Development,Selecta Biosciences Inc,480 Arsenal St,Watertown,MA,2472,"480 Arsenal St, Watertown, MA2472",0,604,TRUE,selecta-biosciences-inc,
Drug Development,Selectx Pharmaceuticals Inc,607 Boylston St LL,Boston,MA,2116,"607 Boylston St LL, Boston, MA2116",20,1546,FALSE,selectx-pharmaceuticals-inc,
Drug Development,Selventa,One Alewife Center,Cambridge,MA,2140,"One Alewife Center, Cambridge, MA2140",31,605,TRUE,selventa,
Agricultural/Industrial Biotechnology,Sembiosys Genetics Inc,Suite #43 3 Concord Ave,Cambridge,MA,2138,"Suite #43 3 Concord Ave, Cambridge, MA2138",1,1547,FALSE,sembiosys-genetics-inc,
Research Products & Instrumentation,Semiprobe Inc,276 E Allen St,Winooski,VT,5404,"276 E Allen St, Winooski, VT5404",11,1548,FALSE,semiprobe-inc,
Medical Device,Semprus Biosciences Corp,One Kendall Sq Building 1400W 1st floor,Cambridge,MA,2139,"One Kendall Sq Building 1400W 1st floor, Cambridge, MA2139",32,1549,TRUE,semprus-biosciences-corp,
Medical Device,Semprus Biosciences Corporation,One Kendall Square Building 1400 1st Floor,Cambridge,MA,2139,"One Kendall Square Building 1400 1st Floor, Cambridge, MA2139",0,606,FALSE,semprus-biosciences-corporation,Semprus is developing the first implantable and permanently antimicrobial coating targeting the medical device market.
Contract Research & Manufacturing,Senopsys Llc,800 W Cummings Park Suite 1500,Woburn,MA,1801,"800 W Cummings Park Suite 1500, Woburn, MA1801",0,1550,FALSE,senopsys-llc,
Medical Device,Sensable Technologies Inc,181 Ballardvale St,Wilmington,MA,1887,"181 Ballardvale St, Wilmington, MA1887",0,1551,FALSE,sensable-technologies-inc,
Research Products & Instrumentation,Sensitech Inc.,"800 Cummings Center, Ste. 258X",Beverly,Massachusetts,1915,"800 Cummings Center, Ste. 258X, Beverly, Massachusetts1915",0,607,FALSE,sensitech-inc,"Sensitech is the leading provider of cold chain visibility solutions that enable our customers, global leaders in the pharmaceutical and biotech markets to track and monitor assets across the supply chain, protecting the quality and integrity of their temperature-sensitive products.    We address our customers’ most complex problems regarding the storage, handling, and distribution of temperature-sensitive products.  We deliver powerful insights that drive measurable process improvement, cost savings, as well as, regulatory compliance, documentation and ultimately product quality and patient safety.    Sensitech is a business unit of Carrier Corp., the world’s largest provider of heating, air conditioning and refrigeration solutions with operations in 172 countries.  Sensitech is headquartered in Beverly, Massachusetts, with offices around the world.  "
Medical Device,Senticare Inc,132 Turnpike Rd Suite 130,Southborough,MA,1772,"132 Turnpike Rd Suite 130, Southborough, MA1772",0,1552,FALSE,senticare-inc,
Drug Development,"Sentien Biotechnologies, Inc.",196 Boston Ave Ste 2200,Medford,MA,2155,"196 Boston Ave Ste 2200, Medford, MA2155",0,608,FALSE,sentien-biotechnologies-inc,
Research Products & Instrumentation,Seracare Life Sciences Inc,37 Birch St,Milford,MA,1757,"37 Birch St, Milford, MA1757",250,609,TRUE,seracare-life-sciences-inc,
BioInformatics,Seven Bridges Genomics,,Cambridge,MA,2142,", Cambridge, MA2142",0,1553,FALSE,seven-bridges-genomics,
Human Diagnostic Development,Seventh Sense Biosystems Inc,286 Cardinal Medeiros Ave,Cambridge,MA,2141,"286 Cardinal Medeiros Ave, Cambridge, MA2141",15,610,TRUE,seventh-sense-biosystems-inc,
Research Products & Instrumentation,Sharp Edge Labs,,,,,", , ",0,611,FALSE,sharp-edge-labs,
Medical Device,Shields Health Care Group,700 Congress St,Quincy,MA,2169,"700 Congress St, Quincy, MA2169",25,1554,FALSE,shields-health-care-group,
Medical Device,Shine Wire Products Inc,25 Printworks Dr,Adams,MA,1220,"25 Printworks Dr, Adams, MA1220",47,1555,FALSE,shine-wire-products-inc,
Medical Device,Shinemound Enterprise Inc,17A Sterling Rd,N Billerica,MA,1862,"17A Sterling Rd, N Billerica, MA1862",3,1556,FALSE,shinemound-enterprise-inc,
Drug Development,Shire Human Genetic Therapies (Hgt),300 Patriot Way,Lexington,MA,2421,"300 Patriot Way, Lexington, MA2421",1500,1557,TRUE,shire-human-genetic-therapies-hgt,
Drug Development,Shire Pharmaceuticals,300 Shire Way,Lexington,MA,2421,"300 Shire Way, Lexington, MA2421",0,612,FALSE,shire-pharmaceuticals,"Shire is a global specialty pharmaceutical company with a strategic focus on  meeting the needs of the specialist physician and currently focuses on  developing projects and marketing products in the areas of central nervous  system (CNS), gastrointestinal (GI), renal diseases, and enzyme replacement  therapies.      Shire's global headquarters are located in Basingstoke, UK, and our North  American headquarters are located in suburban Philadelphia, PA (Wayne).  Shire has significant operations in Cambridge, Massachusetts and Owings  Mills, MD, as well as in the world&sbquo;s key pharmaceutical markets (US, canada,  UK, France, Italy, Spain and Germany), in addition to a specialist drug  delivery unit in the US."
