BioMedtechTypeCopy,MA Bio Member,CompanyName,FName,LName,Title,AddressLine1,AddressLine2,City,State,Zip,NumEmplSt,address
Medical Device,,SURFACE SOLUTIONS LABS INC,Margaret,Palmer,President,399 Concord St,,Carlisle,MA,01741,0,"399 Concord St, Carlisle, MA 01741"
Medical Device,,SURGIMED SOLUTIONS LLC,,,,27 Siemon Company Dr,Suite 104W,Watertown,CT,06795,0,"27 Siemon Company Dr Suite 104W, Watertown, CT 06795"
Medical Device,,SUTURTEK INC,,,,51 Middlesex St,,N Chelmsford,MA,01863,6,"51 Middlesex St, N Chelmsford, MA 01863"
Drug Development,,SYMBOLLON PHARMACEUTICALS INC,Paul,Desjourdy,President,25 Eastmount Road,,Medfield,MA,02052,1,"25 Eastmount Road, Medfield, MA 02052"
Medical Device,,SYMMETRY MEDICAL INC,Thomas,Sullivan,President/CEO/Director,61 John Vertente Blvd,,New Bedford,MA,02745,0,"61 John Vertente Blvd, New Bedford, MA 02745"
Drug Development,MA Bio Member,SYNAGEVA BIOPHARMA,Sanj,Patel,President/CEO,128 Spring St,Suite 520,Lexington,MA,02421,0,"128 Spring St Suite 520, Lexington, MA 02421"
Human Diagnostic Development,MA Bio Member,SYNAPDX CORP,,,,153 Cordaville Road,Suite 120,Southborough,MA,01772,10,"153 Cordaville Road Suite 120, Southborough, MA 01772"
Drug Development,,SYNBODY BIOTECHNOLOGY INC,Paul,Hallenbeck,President,,,Farmington,CT,,0,", Farmington, CT "
Drug Development,MA Bio Member,SYNDAX PHARMACEUTICALS INC,Joanna,Horobin,President/CEO,460 Totten Pond Rd,Suite 650,Waltham,MA,02451,0,"460 Totten Pond Rd Suite 650, Waltham, MA 02451"
Drug Development,MA Bio Member,SYNDEVRX INC,Bradley,Carver,Chairman/President/Co-founder,One Broadway,14th floor,Cambridge,MA,02142,0,"One Broadway 14th floor, Cambridge, MA 02142"
Drug Development,MA Bio Member,SYNDEXA PHARMACEUTICALS CORP,Teo,Uysal,CEO,480 Arsenal St,,Watertown,MA,02459,12,"480 Arsenal St, Watertown, MA 02459"
Medical Device,,SYNSONIX LLC,William,Tyler,President,77 Massachusetts Ave,,Cambridge,MA,02138,,"77 Massachusetts Ave, Cambridge, MA 02138"
Drug Development,MA Bio Member,SYNTA PHARMACEUTICALS CORP,Safi,Bahcall,CEO,45 Hartwell Ave,,Lexington,MA,02421,120,"45 Hartwell Ave, Lexington, MA 02421"
Research Products & Instrumentation,,SYNVIVO CORP,Alexander,Sunguroff,President,333 Franklin St,,Duxbury,MA,02332,1,"333 Franklin St, Duxbury, MA 02332"
BioInformatics,,SYSTEMS ANALYTICS INC,John,Zhang,Founder/President,946 Great Plain Ave,#125,Needham,MA,02492,12,"946 Great Plain Ave #125, Needham, MA 02492"
Human Diagnostic Development,MA Bio Member,T2 BIOSYSTEMS INC,John,McDonough,CEO/President,101 Hartwell Ave,,Lexington,MA,02421,0,"101 Hartwell Ave, Lexington, MA 02421"
Medical Device,,TANGENX TECHNOLOGY CORP,John,Connors,President,910 Boston Turnpike Rd,,Shrewsbury,MA,01545,0,"910 Boston Turnpike Rd, Shrewsbury, MA 01545"
Human Diagnostic Development,MA Bio Member,TARGANOX INC,Roger,Kitterman,President,37 Spinelli Pl,,Cambridge,MA,02138,3,"37 Spinelli Pl, Cambridge, MA 02138"
Drug Development,MA Bio Member,TARGETED CELL THERAPIES,Edward,Ginns,President/CEO,MBI/Gateway Park,60 Prescott St,Worcester,MA,01605,0,"MBI/Gateway Park 60 Prescott St, Worcester, MA 01605"
Medical Device,,TARIS BIOMEDICAL INC,Michael,Cima,Founder,99 Hayden Ave,Suite 100,Lexington,MA,02421,0,"99 Hayden Ave Suite 100, Lexington, MA 02421"
Research Products & Instrumentation,,TARPON BIOSYSTEMS INC,Robert,Dishman,CEO/Director,1 Innovation Dr,c/o MBI Biotech 3,Worcester,MA,01605,0,"1 Innovation Dr c/o MBI Biotech 3, Worcester, MA 01605"
Medical Device,,TBS TECHNOLOGIES LLC,Thomas,Dee,CEO,68 Briarcliff Ln,,Holliston,MA,01746,2,"68 Briarcliff Ln, Holliston, MA 01746"
Medical Device,,TDC MEDICAL INC,Michael,Sullivan,GM East Coast Operations,261 Cedar Hill St,,Marlborough,MA,01752,40,"261 Cedar Hill St, Marlborough, MA 01752"
Medical Device,,TECH NH INC,Richard,Grosky,CEO,8-10 Continental Blvd,PO Box 476,Merrimack,NH,03054,80,"8-10 Continental Blvd PO Box 476, Merrimack, NH 03054"
Medical Device,,TECHDEVICE CORP,Gordon,Brown,Founder,650 Pleasant St,,Watertown,MA,02472,53,"650 Pleasant St, Watertown, MA 02472"
Medical Device,,TECHPRINT INC,Paul,Durant,President,137 Marston St,,Lawrence,MA,01841,100,"137 Marston St, Lawrence, MA 01841"
Medical Device,,TECOMET,Bill,Dow,President,115 Eames St,,Wilmington,MA,01887,230,"115 Eames St, Wilmington, MA 01887"
Contract Research & Manufacturing,MA Bio Member,TEDOR PHARMACEUTICALS,John,Yanusas,Executive Director,400 Highland Corporate Dr,,Cumberland,RI,02864,50,"400 Highland Corporate Dr, Cumberland, RI 02864"
Medical Device,,TEGRA MEDICAL,Bob,Roche,President/CEO/Director,9 Forge Park,,Franklin,MA,02038,275,"9 Forge Park, Franklin, MA 02038"
Medical Device,,TEI BIOSCIENCES INC,Yiannis,Monovoukas,Chairman/CEO/President,7 Elkins St,,Boston,MA,02127,30,"7 Elkins St, Boston, MA 02127"
Medical Device,,TEKNICOTE INC,,,,2 Titus St,,Cumberland,RI,02864,0,"2 Titus St, Cumberland, RI 02864"
Research Products & Instrumentation,,TELECARDIA INC,David,Wagner,Chairman/CEO/Co-Founder,225 Franklin St,26th Flr,Boston,MA,02110,0,"225 Franklin St 26th Flr, Boston, MA 02110"
Medical Device,,TELEFLEX MEDICAL (ARROW INTERNATIONAL),,,,9 Plymouth St,,Everett,MA,02149,125,"9 Plymouth St, Everett, MA 02149"
Medical Device,,TELEFLEX MEDICAL OEM,,,,50 Plantation Dr,,Jaffrey,NH,03452,300,"50 Plantation Dr, Jaffrey, NH 03452"
Medical Device,,TELEMED SYSTEMS INC,Michael,Carroll,CEO/President,8 Kane Industrial Dr,,Hudson,MA,01749,30,"8 Kane Industrial Dr, Hudson, MA 01749"
Research Products & Instrumentation,,TEMPERATURE GUARD MICROTECHNOLOGIES INC,,,,123 Whiting St,Suite 1A,Plainville,CT,06062,5,"123 Whiting St Suite 1A, Plainville, CT 06062"
Drug Development,MA Bio Member,TEMPERO PHARMACEUTICALS INC,,,,200 Technology Sq,Suite 602,Cambridge,MA,02139,17,"200 Technology Sq Suite 602, Cambridge, MA 02139"
Drug Development,,TENSHA THERAPEUTICS INC,James,Bradner,Founder,,,Cambridge,MA,,0,", Cambridge, MA "
Medical Device,MA Bio Member,TEPHA INC,Simon,Williams,President/CEO/Director,99 Hayden Ave,East Wing Suite 360,Lexington,MA,02421,20,"99 Hayden Ave East Wing Suite 360, Lexington, MA 02421"
Medical Device,,TERASON DIVISION OF TERATECH CORP,Alice,Chiang,Founder/Chairman,77-79 Terrace Hall Ave,,Burlington,MA,01803,50,"77-79 Terrace Hall Ave, Burlington, MA 01803"
Agricultural/Industrial Biotechnology,,TERRAVERDAE BIOWORKS INC,William,Bardosh,CEO,Cummings Center,PO Box 5331,Beverly,MA,01915,12,"Cummings Center PO Box 5331, Beverly, MA 01915"
Medical Device,,TERUMO CARDIOVASCULAR SYSTEMS,,,,28 Howe St,,Ashland,MA,01721,50,"28 Howe St, Ashland, MA 01721"
Drug Development,MA Bio Member,TESARO INC,Lonnie,Moulder,CEO/Co-Founder,1000 Winter St,Suite 3300,Waltham,MA,02451,0,"1000 Winter St Suite 3300, Waltham, MA 02451"
Drug Development,MA Bio Member,TETRAPHASE PHARMACEUTICALS INC,Guy,Macdonald,President/CEO,480 Arsenal St,Suite 110,Watertown,MA,02472,0,"480 Arsenal St Suite 110, Watertown, MA 02472"
Contract Research & Manufacturing,MA Bio Member,TGA SCIENCES INC,Michael,Settles,President/CEO,47 Hall St,,Medford,MA,02155,16,"47 Hall St, Medford, MA 02155"
Contract Research & Manufacturing,,THERACOS INC,Albert,Collinson,President/CEO,225 Cedar Hill Rd,Suite 200,Marlborough,MA,01532,0,"225 Cedar Hill Rd Suite 200, Marlborough, MA 01532"
Drug Development,,THERACRINE INC,Steven,Kelly,President/CEO,1 Memorial Dr,7th Flr,Cambridge,MA,02142,0,"1 Memorial Dr 7th Flr, Cambridge, MA 02142"
Medical Device,,THERATORR MEDICAL INC,David,Bertoni,CEO,Box 5071,62 Hart St,Beverly,MA,01915,2,"Box 5071 62 Hart St, Beverly, MA 01915"
Medical Device,,THERMEDICAL INC,Michael,Curley,Founder/President,35 Medford St,Suite 204,Somerville,MA,02143,7,"35 Medford St Suite 204, Somerville, MA 02143"
Research Products & Instrumentation,MA Bio Member,THERMO FISHER SCIENTIFIC,Marc,Casper,President/CEO,81 Wyman St,,Waltham,MA,02451,220,"81 Wyman St, Waltham, MA 02451"
Drug Development,,THETIS PHARMACEUTICALS LLC,Frank,Sciavolino,CSO/President,167 Old Post Rd,2nd Floor,Southport,CT,06890,0,"167 Old Post Rd 2nd Floor, Southport, CT 06890"
Research Products & Instrumentation,,THIELSCH ENGINEERING INC/BAL LABORATORY,Thomas,Lent,President/CEO,185 Frances Ave,,Cranston,RI,02910,4,"185 Frances Ave, Cranston, RI 02910"
Research Products & Instrumentation,,THIN FILMS RESEARCH,T,Raghunath,President,270 Littleton Rd,,Westford,MA,01886,4,"270 Littleton Rd, Westford, MA 01886"
Medical Device,,THREECORE INC,Thomas,Petersen,President,100 Cummings Center,Suite 215F,Beverly,MA,01915,12,"100 Cummings Center Suite 215F, Beverly, MA 01915"
Drug Development,,THROMBOLYTIC SCIENCE INTERNATIONAL,Alexis,Wallace,CEO,763D Concord Ave,,Cambridge,MA,02138,3,"763D Concord Ave, Cambridge, MA 02138"
Research Products & Instrumentation,MA Bio Member,TISSUEVISION INC,,,,955 Mass Ave,Suite 316,Cambridge,MA,02139,25,"955 Mass Ave Suite 316, Cambridge, MA 02139"
Medical Device,,TITAN MANUFACTURING INC,,,,27 Maple Ave,,Holbrook,MA,02343,7,"27 Maple Ave, Holbrook, MA 02343"
Drug Development,,TIVORSAN PHARMACEUTICALS,Joel,Braunstein,Director/Acting CEO,3 Davol Sq,A301,Providence,RI,02903,0,"3 Davol Sq A301, Providence, RI 02903"
Medical Device,,TM ELECTRONICS INC,Stanley,Riccardi,Business Dev't Manager,45 Main St,,Boylston,MA,01505,20,"45 Main St, Boylston, MA 01505"
Drug Development,MA Bio Member,TOKAI PHARMACEUTICALS INC,Martin,Williams,President/CEO,One Broadway,9th Floor,Cambridge,MA,02142,0,"One Broadway 9th Floor, Cambridge, MA 02142"
Medical Device,,TOMOPHASE CORP,Peter,Norris,Executive Chairman,1 North Ave,,Burlington,MA,01803,6,"1 North Ave, Burlington, MA 01803"
Research Products & Instrumentation,,TOMTEC INC,Thomas,Astle,President,1000 Sherman Ave,,Hamden,CT,06514,50,"1000 Sherman Ave, Hamden, CT 06514"
Medical Device,,TORBOT GROUP INC,Sharon,Yarlias,President,1367 Elmwood Ave,,Cranston,RI,02910,24,"1367 Elmwood Ave, Cranston, RI 02910"
Contract Research & Manufacturing,MA Bio Member,TOXIKON CORP,Laxman,Desai,CEO/President,15 Wiggins Ave,,Bedford,MA,01730,150,"15 Wiggins Ave, Bedford, MA 01730"
Medical Device,,TRANSDUCER ENGINEERING INC,George,Lewis,President,4034 Ballardvale Station,,Andover,MA,01810,1,"4034 Ballardvale Station, Andover, MA 01810"
Contract Research & Manufacturing,,TRANSLATIONAL MEDICINE INDIA INC,Eugene,Williams,Chairman,1 Broadway,14th Floor,Cambridge,MA,02142,2,"1 Broadway 14th Floor, Cambridge, MA 02142"
Medical Device,,TRANSMEDICS INC,Waleed,Hassanein,President/CEO,200 Minuteman Rd,Suite 302,Andover,MA,01810,80,"200 Minuteman Rd Suite 302, Andover, MA 01810"
Medical Device,,TRANSREPLICATOR INC,Robert,Goulart,CEO,104 Boston Post Rd,,Weston,MA,02493,0,"104 Boston Post Rd, Weston, MA 02493"
Drug Development,,"TRIDENT PHARMACEUTICALS, INC.",Charlie,Cohen,President/CEO,184 High St,4th Floor,Boston,MA,02110,0,"184 High St 4th Floor, Boston, MA 02110"
Human Diagnostic Development,,TRILLIUM DIAGNOSTICS LLC,Bruce,Davis,Founder/President,4 Union St,Suite #24 (2nd Fl),Bangor,ME,04401,6,"4 Union St Suite #24 (2nd Fl), Bangor, ME 04401"
Contract Research & Manufacturing,,TRINITY PHARMA SOLUTIONS,John,Corcoran,CEO,230 Third Ave,,Waltham,MA,02451,100,"230 Third Ave, Waltham, MA 02451"
Medical Device,,TRIOMED INNOVATIONS CORP,Pierre Jean,Messier,President/CEO,40 Allen Rd,,S Burlington,VT,05403,0,"40 Allen Rd, S Burlington, VT 05403"
Medical Device,,TRUEX MACHINE CO INC,Ruth,Flood,President,25 Pond St,,Hanover,MA,02339,11,"25 Pond St, Hanover, MA 02339"
Academic,MA Bio Member,TUFTS UNIV CUMMINGS SCHOOL OF VETERINARY MEDICINE,George,Saperstein,Director Contract Research,200 Westboro Rd,,N Grafton,MA,01536,400,"200 Westboro Rd, N Grafton, MA 01536"
Medical Device,,UFP TECHNOLOGIES INC,R Jeffrey,Bailly,President/CEO,172 E Main St,,Georgetown,MA,01833,105,"172 E Main St, Georgetown, MA 01833"
Contract Research & Manufacturing,,ULTRA FILTRONICS CORP,Gene,Dennen,General Manager,91 York Ave,,Randolph,MA,02368,5,"91 York Ave, Randolph, MA 02368"
Research Products & Instrumentation,,ULTRAPURE TECHNOLOGY INC,John,Goodwin,Sales Manager,50 Krawski Dr,,S Windsor,CT,06074,3,"50 Krawski Dr, S Windsor, CT 06074"
Medical Device,,ULTRASONIC SYSTEMS INC (USI),Drew,Erickson,CEO,135 Ward Hill Ave,,Haverhill,MA,01835,0,"135 Ward Hill Ave, Haverhill, MA 01835"
Research Products & Instrumentation,,UNICLEAN,Suneela,Mistry,Location Manager,8 Industrial Park Dr,,Nashua,NH,03062,75,"8 Industrial Park Dr, Nashua, NH 03062"
Research Products & Instrumentation,,UNION BIOMETRICA INC,David,Strack,CEO/President,84 October Hill Rd,,Holliston,MA,01746,12,"84 October Hill Rd, Holliston, MA 01746"
Medical Device,,UNITED PROSTHETICS INC,Paul,Martino,CP,295 Columbia Rd,,Dorchester,MA,02121,17,"295 Columbia Rd, Dorchester, MA 02121"
Contract Research & Manufacturing,,UNITED STATES BIOLOGICAL CORP,Warren,Shore,President/CEO,4 Technology Way,,Salem,MA,01970,35,"4 Technology Way, Salem, MA 01970"
Academic,MA Bio Member,UNIVERSITY OF MASSACHUSETTS AMHERST,Thomas,Hankinson,Partnership Dev't Specialist,715 N Pleasant St,,Amherst,MA,01054,9500,"715 N Pleasant St, Amherst, MA 01054"
Academic,MA Bio Member,UNIVERSITY OF MASSACHUSETTS BOSTON,Keith,Motley,Chancellor,100 Morrissey Boulevard,,Boston,MA,02125,2596,"100 Morrissey Boulevard, Boston, MA 02125"
Academic,MA Bio Member,UNIVERSITY OF MASSACHUSETTS DARTMOUTH,Paul,Vigeant,Assistant Chancellor,285 Old Westport Rd,,Dartmouth,MA,02747,1100,"285 Old Westport Rd, Dartmouth, MA 02747"
Academic,MA Bio Member,UNIVERSITY OF MASSACHUSETTS LOWELL,,,,One University Ave,,Lowell,MA,01854,1500,"One University Ave, Lowell, MA 01854"
Academic,MA Bio Member,UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,,,,55 Lake Ave N,,Worcester,MA,01655,0,"55 Lake Ave N, Worcester, MA 01655"
Medical Device,,VASCULAR TECHNOLOGY (VTI),David,Regan,Vice President,12 Murphy Dr,,Nashua,NH,03062,30,"12 Murphy Dr, Nashua, NH 03062"
Drug Development,,VASCULOMEDICS INC,David,Sherris,CEO,37 Neillian Crescent,,Jamaica Plain,MA,02130,0,"37 Neillian Crescent, Jamaica Plain, MA 02130"
Medical Device,,VAUPELL RAPID SOLUTIONS,Stratton,Smith,General Manager,20 Executive Dr,,Hudson,NH,03051,50,"20 Executive Dr, Hudson, NH 03051"
Drug Development,,VBI VACCINES,Jeff,Baxter,President/CEO,245 First St,Suite 1100,Cambridge,MA,02142,0,"245 First St Suite 1100, Cambridge, MA 02142"
Medical Device,MA Bio Member,VELICO MEDICAL INC,Douglas,Clibourn,CEO,100 Cummings Center,Suite 436H,Beverly,MA,01915,12,"100 Cummings Center Suite 436H, Beverly, MA 01915"
Medical Device,,VENTION MEDICAL,Dan,Croteau,President/CEO,261 Cedar Hill St,,Marlborough,MA,01752,0,"261 Cedar Hill St, Marlborough, MA 01752"
Drug Development,MA Bio Member,VERASTEM INC,Christoph,Westphal,Chairman/CEO,215 First St,Suite 440,Cambridge,MA,02142,0,"215 First St Suite 440, Cambridge, MA 02142"
Human Diagnostic Development,MA Bio Member,VERAX BIOMEDICAL INC,James,Lousararian,CEO,4 Biotech,377 Plantation St,Worcester,MA,01605,,"4 Biotech 377 Plantation St, Worcester, MA 01605"
Contract Research & Manufacturing,MA Bio Member,VERISTAT INC,John,Balser,President,1750 Washington St,,Holliston,MA,01746,0,"1750 Washington St, Holliston, MA 01746"
Drug Development,MA Bio Member,VERTEX PHARMACEUTICALS INC,Jeffrey,Leiden,President/CEO,130 Waverly St,,Cambridge,MA,02139,1400,"130 Waverly St, Cambridge, MA 02139"
Medical Device,,VIAMED CORP,,,,15-D Plymouth Dr,,S Easton,MA,02375,15,"15-D Plymouth Dr, S Easton, MA 02375"
Agricultural/Industrial Biotechnology,,"VICAM, A WATERS BUSINESS",Marjorie,Radlo- Zandi,Director and General Manager,34 Maple St,,Milford,MA,01757,20,"34 Maple St, Milford, MA 01757"
Medical Device,,VIKING SYSTEMS INC,Jed,Kennedy,President/CEO,134 Flanders Rd,,Westborough,MA,01581,25,"134 Flanders Rd, Westborough, MA 01581"
Research Products & Instrumentation,,VIROSTAT INC,Douglas,McAllister,President,PO Box 8522,,Portland,ME,04104,5,"PO Box 8522, Portland, ME 04104"
Medical Device,,VISION-SCIENCES INC,Warren,Bielke,Interim CEO,6 Mercer Rd,,Natick,MA,01760,16,"6 Mercer Rd, Natick, MA 01760"
Medical Device,,VISTA SCIENTIFIC LLC,Bob,Thompson,Managing Partner/Product Dev't,1 Dundee Park,Suite 8,Andover,MA,01810,0,"1 Dundee Park Suite 8, Andover, MA 01810"
Research Products & Instrumentation,,VITAL DIAGNOSTICS,,,,27 Wellington Rd,,Lincoln,RI,02865,50,"27 Wellington Rd, Lincoln, RI 02865"
Drug Development,,VITHERA PHARMACEUTICALS LLC,Johannes,Fruehauf,Founder/President,1 Kendall Sq,,Cambridge,MA,02139,0,"1 Kendall Sq, Cambridge, MA 02139"
Agricultural/Industrial Biotechnology,,VITRO TECHNOLOGY LTD,George,Davis,President,205 Research Dr,Unit 12,Milford,CT,06460,8,"205 Research Dr Unit 12, Milford, CT 06460"
Medical Device,,VIVAX MEDICAL CORP,Richard,Swanson,Executive Vice President,54 Great Hill Rd,,Naugatuck,CT,06770,9,"54 Great Hill Rd, Naugatuck, CT 06770"
Contract Research & Manufacturing,MA Bio Member,VIVISOURCE LABORATORIES INC,,,,830 Winter St,,Waltham,MA,02451,25,"830 Winter St, Waltham, MA 02451"
Contract Research & Manufacturing,MA Bio Member,VIVOPATH,Philip,Lambert,Co-Founder/CSO,55 Union St,Redstone Center,Worcester,MA,01608,10,"55 Union St Redstone Center, Worcester, MA 01608"
Contract Research & Manufacturing,,W K HILLQUIST INC,Michael,Torpey,VP/General Manager,37 Executive Dr,,Hudson,NH,03051,47,"37 Executive Dr, Hudson, NH 03051"
Medical Device,,WADSWORTH MEDICAL TECHNOLOGIES,Andrew,Fox,President/CEO,,,Westborough,MA,,0,", Westborough, MA "
Drug Development,MA Bio Member,WARP DRIVE BIO LLC,Gregory,Verdine,Founder,215 First St,Suite 430,Cambridge,MA,02142,0,"215 First St Suite 430, Cambridge, MA 02142"
Research Products & Instrumentation,,WATERS CORP,Douglas,Berthiaume,Chairman/President/CEO,34 Maple St,,Milford,MA,01757,1340,"34 Maple St, Milford, MA 01757"
Research Products & Instrumentation,,WATSON MARLOW/BREDEL PUMPS,,,,37 Upton Technology Park,,Wilmington,MA,01887,50,"37 Upton Technology Park, Wilmington, MA 01887"
Medical Device,,WAVELET TECHNOLOGIES INC,Dr Robert,Hohlfeld,Chief Scientist,664 Pike Ave,,Attleboro,MA,02703,4,"664 Pike Ave, Attleboro, MA 02703"
Medical Device,,WAVERX INC,Marc,Gibeley,CEO/President,300 Bear Hill Rd,,Waltham,MA,02451,,"300 Bear Hill Rd, Waltham, MA 02451"
Contract Research & Manufacturing,,WEB INDUSTRIES INC,Donald,Romine,President/CEO,377 Simarano Dr,,Marlborough,MA,01752,12,"377 Simarano Dr, Marlborough, MA 01752"
Medical Device,,WHALEN BIOMEDICAL INC,Robert,Whalen,President/CEO,12 Summer St,,Lexington,MA,02420,5,"12 Summer St, Lexington, MA 02420"
Contract Research & Manufacturing,,WIN ENTERPRISES INC,Chiman,Patel,CEO/CTO,300 Willow St S,,N Andover,MA,01845,25,"300 Willow St S, N Andover, MA 01845"
Medical Device,,WING GROUP LLC,Wendy,Yurick Wing,President,20A Northwest Blvd #216,,Nashua,NH,03063,0,"20A Northwest Blvd #216, Nashua, NH 03063"
Medical Device,,WINMED INC,Ed,Winters,President,P O Box 2087,,Andover,MA,01810,3,"P O Box 2087, Andover, MA 01810"
Contract Research & Manufacturing,MA Bio Member,WOLFE LABORATORIES INC,Janet,Wolfe,President,134 Coolidge Ave,,Watertown,MA,02472,25,"134 Coolidge Ave, Watertown, MA 02472"
Academic,MA Bio Member,WORCESTER POLYTECHNIC INSTITUTE,D David,Easson,Director of the LSBC,100 Institute Road,,Worcester,MA,01609,0,"100 Institute Road, Worcester, MA 01609"
Contract Research & Manufacturing,,WORLDCARE CLINICAL LLC,Richard,Walovitch,President,7 Bulfinch Pl,P O Box 8908,Boston,MA,02114,50,"7 Bulfinch Pl P O Box 8908, Boston, MA 02114"
Contract Research & Manufacturing,,WORTHINGTON ASSEMBLY,Neil,Scanlon,President,14 Industrial Dr East,,S Deerfield,MA,01373,14,"14 Industrial Dr East, S Deerfield, MA 01373"
Drug Development,MA Bio Member,X-BODY BIOSCIENCES,Tod,Woolf,CBO,100 Beaver St,Suite 101,Waltham,MA,02453,10,"100 Beaver St Suite 101, Waltham, MA 02453"
Drug Development,MA Bio Member,X-CHEM INC,Richard,Wagner,Co-Founder/President,100 Beaver St,Suite 101,Waltham,MA,02453,25,"100 Beaver St Suite 101, Waltham, MA 02453"
Research Products & Instrumentation,MA Bio Member,XCELLEREX INC,Guy,Broadbent,President/CEO,170 Locke Dr,,Marlborough,MA,01752,95,"170 Locke Dr, Marlborough, MA 01752"
Medical Device,,XENON CORP,Louis,Panico,CEO/President,37 Upton Dr,,Wilmington,MA,01887,30,"37 Upton Dr, Wilmington, MA 01887"
Medical Device,,XIMEDICA,Randall,Barko,President/CEO,55 Dupont Dr,,Providence,RI,02907,160,"55 Dupont Dr, Providence, RI 02907"
Contract Research & Manufacturing,MA Bio Member,XTAL BIOSTRUCTURES INC,Robert,Suto,President/CSO,12 Michigan Dr,,Natick,MA,01760,15,"12 Michigan Dr, Natick, MA 01760"
Medical Device,,XTALIC CORP,Tom,Clay,CEO,260 Cedar Hill St,,Marlborough,MA,01752,19,"260 Cedar Hill St, Marlborough, MA 01752"
Medical Device,,YANKEE MEDICAL INC,,,,276 North Ave,,Burlington,VT,05401,33,"276 North Ave, Burlington, VT 05401"
Medical Device,,Z-MEDICA CORP,Ted,Russell,VP Sales,4 Fairfield Blvd,,Wallingford,CT,06492,0,"4 Fairfield Blvd, Wallingford, CT 06492"
Drug Development,MA Bio Member,ZALICUS INC,Mark,Corrigan,President,245 First St,3rd Floor,Cambridge,MA,02142,0,"245 First St 3rd Floor, Cambridge, MA 02142"
Drug Development,,ZARZATECH INC,Sonia,Divney,President/CEO,1 Broadway,,Cambridge,MA,02142,0,"1 Broadway, Cambridge, MA 02142"
Medical Device,,ZEO INC,Dave,Dickinson,President/CEO,320 Nevada St,4th Floor,Newton,MA,02460,40,"320 Nevada St 4th Floor, Newton, MA 02460"
Drug Development,MA Bio Member,ZIOPHARM ONCOLOGY INC,Jonathan,Lewis,CEO,1 First Ave,"Parris Bldg, 34",Charlestown,MA,02129,35,"1 First Ave Parris Bldg, 34, Charlestown, MA 02129"
